,factscore,rev-factscore,r1,r2,rl,rlsum,n_facts
gl-02-24-05,0.36619718309859156,0.4827586206896552,54.57025920873123,16.142270861833104,19.37244201909959,53.75170532060029,71.0
oltl-01-15-09,0.5,0.5128205128205128,39.84819734345351,10.666666666666666,18.595825426944973,37.191650853889946,68.0
atwt-01-12-07,0.39344262295081966,0.4864864864864865,36.2934362934363,10.465116279069766,16.6023166023166,33.97683397683398,61.0
atwt-03-20-06,0.36231884057971014,0.47368421052631576,40.3041825095057,9.923664122137403,20.15209125475285,38.02281368821293,69.0
oltl-04-08-09,0.4927536231884058,0.3684210526315789,37.09369024856596,5.374280230326296,15.678776290630974,34.79923518164436,69.0
atwt-10-19-06,0.45588235294117646,0.5,47.578347578347575,10.285714285714285,17.37891737891738,46.15384615384615,68.0
bb-05-04-17,0.43283582089552236,0.5813953488372093,42.60355029585799,9.108910891089108,20.11834319526627,40.63116370808679,67.0
atwt-05-13-04,0.2708333333333333,0.5409836065573771,46.319569120287255,11.891891891891893,21.543985637342907,44.88330341113106,48.0
oltl-05-24-07,0.2054794520547945,0.21739130434782608,44.54976303317535,11.09350237717908,17.061611374407583,42.65402843601896,73.0
oltl-01-07-09,0.30434782608695654,0.3855421686746988,43.71428571428571,9.74212034383954,18.571428571428573,42.85714285714286,46.0
oltl-07-15-11,0.3709677419354839,0.2647058823529412,33.26732673267326,6.759443339960239,15.841584158415841,30.891089108910887,62.0
bb-05-09-17,0.5806451612903226,0.5686274509803921,50.70729053318824,19.19302071973828,20.892274211099018,49.18389553862895,62.0
atwt-01-10-05,0.4857142857142857,0.5909090909090909,48.93617021276595,10.660980810234543,18.085106382978722,46.808510638297875,70.0
atwt-05-08-03,0.3793103448275862,0.28205128205128205,49.149338374291105,15.180265654648958,21.928166351606805,44.23440453686201,58.0
atwt-05-18-06,0.4444444444444444,0.2727272727272727,43.47826086956522,4.3624161073825505,17.391304347826082,42.80936454849498,63.0
gl-02-25-05,0.5714285714285714,0.6363636363636364,41.842610364683296,8.86319845857418,20.345489443378117,39.15547024952016,70.0
atwt-01-05-05,0.3472222222222222,0.45161290322580644,46.63382594417077,8.896210873146623,18.062397372742197,41.37931034482759,72.0
atwt-08-02-06,0.5614035087719298,0.7301587301587301,48.90190336749634,11.747430249632892,19.32650073206442,46.85212298682284,57.0
atwt-07-24-06,0.42857142857142855,0.45652173913043476,51.330203442879494,12.244897959183673,20.657276995305164,48.5133020344288,70.0
oltl-03-01-10,0.3090909090909091,0.5925925925925926,37.10021321961621,8.137044967880087,17.48400852878465,33.26226012793177,55.0
pc-05-05-03,0.375,0.5686274509803921,46.757679180887365,9.931506849315069,18.43003412969283,45.73378839590443,64.0
oltl-09-18-09,0.3472222222222222,0.3263157894736842,38.4020618556701,8.527131782945736,17.2680412371134,36.85567010309278,72.0
pc-03-05-03,0.4426229508196721,0.5194805194805194,52.85895806861499,15.286624203821658,19.3138500635324,50.31766200762389,61.0
atwt-01-22-07,0.25333333333333335,0.475,38.56332703213611,7.590132827324478,17.01323251417769,36.672967863894144,75.0
oltl-05-28-09,0.38666666666666666,0.76,37.40458015267175,8.42911877394636,17.938931297709924,36.25954198473282,75.0
gl-03-07-05,0.2857142857142857,0.38596491228070173,43.344709897610926,11.643835616438357,18.771331058020476,40.273037542662124,56.0
pc-01-29-03,0.33962264150943394,0.4,46.611570247933884,10.281923714759534,19.50413223140496,44.62809917355373,53.0
atwt-01-20-03,0.525,0.5535714285714286,47.01627486437614,8.711433756805807,21.338155515370705,44.48462929475588,80.0
atwt-05-05-03,0.36764705882352944,0.2894736842105263,53.82932166301969,19.078947368421055,21.00656455142232,52.29759299781181,68.0
oltl-08-25-09,0.2542372881355932,0.26666666666666666,47.07903780068728,12.758620689655176,18.556701030927837,44.67353951890035,59.0
oltl-06-28-11,0.4393939393939394,0.23076923076923078,39.67935871743487,9.6579476861167,16.83366733466934,37.67535070140281,66.0
atwt-03-09-06,0.4098360655737705,0.5901639344262295,55.99999999999999,16.874135546334717,18.758620689655174,54.068965517241374,61.0
gl-02-15-05,0.26229508196721313,0.5909090909090909,49.03581267217631,10.773480662983426,19.00826446280992,47.38292011019284,61.0
atwt-01-04-10,0.4358974358974359,0.5959595959595959,52.328159645232816,16.666666666666664,19.290465631929045,50.554323725055426,78.0
atwt-05-18-04,0.484375,0.5,44.48818897637795,11.462450592885375,19.291338582677167,40.55118110236221,64.0
atwt-05-15-03,0.3218390804597701,0.36666666666666664,33.2703213610586,6.072106261859582,15.50094517958412,32.892249527410215,87.0
oltl-08-20-09,0.45454545454545453,0.5,47.98534798534799,12.5,20.51282051282051,45.78754578754579,66.0
bb-01-11-07,0.5076923076923077,0.5918367346938775,51.593323216995444,17.047184170471844,21.547799696509866,49.77238239757209,65.0
atwt-01-17-07,0.25,0.5555555555555556,39.77485928705441,10.169491525423728,19.51219512195122,37.89868667917448,64.0
gl-01-14-05,0.49382716049382713,0.8888888888888888,36.468330134357004,6.551059730250482,15.738963531669864,32.629558541266796,81.0
bb-04-28-06,0.3125,0.5,47.893569844789354,12.026726057906458,23.05986696230599,45.67627494456762,32.0
bb-05-01-06,0.3283582089552239,0.16666666666666666,48.63945578231292,14.675767918088736,20.40816326530612,45.91836734693878,67.0
gl-02-22-05,0.42028985507246375,0.7307692307692307,51.30890052356021,11.548556430446194,19.10994764397906,49.21465968586388,69.0
atwt-02-17-06,0.5333333333333333,0.7142857142857143,41.47286821705427,5.836575875486381,17.829457364341085,37.5968992248062,75.0
gl-01-31-05,0.3287671232876712,0.5789473684210527,45.640074211502785,8.56610800744879,20.037105751391472,44.526901669758814,73.0
atwt-05-10-06,0.4,0.5128205128205128,53.67647058823529,19.41031941031941,22.54901960784314,52.94117647058824,55.0
atwt-09-14-06,0.3559322033898305,0.5416666666666666,37.17171717171717,10.547667342799189,20.2020202020202,34.74747474747475,59.0
bb-05-15-06,0.30357142857142855,0.5789473684210527,50.482315112540185,14.838709677419354,20.90032154340836,48.553054662379424,56.0
gl-02-14-05,0.42857142857142855,0.4642857142857143,41.726618705035975,13.153153153153156,17.625899280575542,40.46762589928058,70.0
atwt-09-13-06,0.4838709677419355,0.43859649122807015,46.368715083798875,12.324929971988796,18.715083798882677,44.41340782122905,62.0
bb-04-27-06,0.49230769230769234,0.49122807017543857,56.11672278338945,23.17210348706412,23.793490460157127,54.32098765432099,65.0
oltl-07-30-08,0.3157894736842105,0.3387096774193548,48.45360824742268,11.379310344827585,19.587628865979383,46.391752577319586,76.0
atwt-05-09-03,0.3968253968253968,0.4482758620689655,36.19047619047619,11.47227533460803,20.190476190476193,33.523809523809526,63.0
gl-02-17-05,0.4935064935064935,0.5116279069767442,49.826187717265356,17.653890824622536,22.479721900347627,49.826187717265356,77.0
atwt-01-13-05,0.45454545454545453,0.5,47.657841140529534,11.428571428571429,18.73727087576375,47.25050916496945,66.0
atwt-01-18-06,0.36764705882352944,0.3835616438356164,47.3015873015873,10.509554140127388,18.73015873015873,45.71428571428571,68.0
gl-01-11-05,0.4642857142857143,0.475,48.503611971104235,13.029989658738364,18.369453044375646,46.85242518059856,56.0
pc-06-30-03,0.4,0.38095238095238093,34.48275862068965,7.638888888888889,17.241379310344826,33.793103448275865,25.0
oltl-03-16-09,0.5833333333333334,0.7407407407407407,39.39393939393939,9.885931558935361,17.045454545454543,35.984848484848484,60.0
oltl-09-23-08,0.3076923076923077,0.4,38.961038961038966,7.391304347826086,17.74891774891775,35.930735930735935,65.0
atwt-05-17-04,0.4393939393939394,0.46808510638297873,42.857142857142854,9.302325581395348,19.69111969111969,40.15444015444016,66.0
oltl-09-24-08,0.38461538461538464,0.43859649122807015,44.781783681214414,9.904761904761903,17.457305502846303,44.02277039848197,65.0
atwt-01-05-10,0.5076923076923077,0.54,50.788643533123036,16.139240506329113,19.873817034700313,49.52681388012619,65.0
bb-01-30-07,0.43283582089552236,0.3728813559322034,52.19941348973607,12.647058823529411,19.35483870967742,51.02639296187683,67.0
atwt-05-16-03,0.4594594594594595,0.41025641025641024,42.65232974910395,8.992805755395684,16.845878136200717,40.50179211469534,74.0
oltl-01-25-10,0.4057971014492754,0.46153846153846156,41.15226337448559,12.396694214876032,18.930041152263374,38.68312757201647,69.0
gl-02-10-05,0.2318840579710145,0.5365853658536586,43.81720430107527,10.242587601078167,18.279569892473116,42.473118279569896,69.0
bb-01-15-07,0.6923076923076923,0.5111111111111111,49.275362318840585,12.82798833819242,20.869565217391305,45.79710144927536,26.0
atwt-01-19-05,0.36538461538461536,0.5,50.0772797527048,8.992248062015504,17.001545595054097,45.440494590417316,52.0
atwt-05-13-03,0.3898305084745763,0.5,40.22140221402214,11.111111111111112,20.29520295202952,37.63837638376384,59.0
atwt-05-10-04,0.4,0.5576923076923077,50.21739130434783,16.33986928104575,20.0,49.34782608695652,70.0
atwt-01-12-06,0.43103448275862066,0.7142857142857143,43.12590448625181,7.25689404934688,16.208393632416787,40.520984081041966,58.0
gl-09-11-06,0.4177215189873418,0.2619047619047619,44.173913043478265,14.31064572425829,20.869565217391305,41.73913043478261,79.0
gl-02-28-06,0.27586206896551724,0.37037037037037035,39.922480620155035,10.505836575875486,17.829457364341085,39.147286821705436,58.0
atwt-01-22-09,0.45901639344262296,0.5384615384615384,46.36209813874788,12.563667232597622,21.99661590524535,43.65482233502538,61.0
oltl-07-10-09,0.2857142857142857,0.4838709677419355,34.60764587525151,5.656565656565657,16.90140845070422,33.80281690140844,63.0
oltl-01-26-09,0.39473684210526316,0.34782608695652173,30.29126213592233,4.28849902534113,15.145631067961165,29.514563106796114,76.0
bb-05-12-06,0.5142857142857142,0.3157894736842105,44.96855345911949,11.041009463722398,19.81132075471698,44.65408805031446,70.0
oltl-09-04-09,0.2727272727272727,0.25,32.0,5.496828752642706,17.68421052631579,31.157894736842106,66.0
atwt-05-19-06,0.3684210526315789,0.3333333333333333,47.415329768270944,11.806797853309483,20.32085561497326,42.780748663101605,57.0
atwt-01-04-05,0.3230769230769231,0.6111111111111112,35.80786026200873,10.964912280701753,18.34061135371179,33.187772925764186,65.0
atwt-05-12-04,0.34328358208955223,0.16071428571428573,53.5796766743649,17.592592592592595,19.399538106235564,52.193995381062365,67.0
bb-05-10-06,0.5454545454545454,0.49122807017543857,43.42857142857143,16.061185468451246,19.80952380952381,42.666666666666664,77.0
oltl-06-24-09,0.37142857142857144,0.25,40.078585461689585,9.072978303747535,18.860510805500983,36.93516699410609,70.0
oltl-07-30-09,0.41509433962264153,0.5,49.12280701754386,14.090019569471627,22.612085769980506,41.71539961013645,53.0
bb-01-08-07,0.2876712328767123,0.4626865671641791,38.69565217391304,10.91703056768559,18.695652173913043,36.95652173913044,73.0
gl-01-19-05,0.42105263157894735,0.4666666666666667,39.839034205231385,12.121212121212121,18.913480885311866,37.82696177062373,57.0
bb-01-09-07,0.4642857142857143,0.41379310344827586,51.141552511415526,13.435114503816791,20.395738203957382,49.923896499238964,56.0
atwt-01-21-04,0.3684210526315789,0.36363636363636365,40.0,7.960199004975125,17.85123966942149,38.67768595041322,76.0
atwt-01-09-07,0.44,0.52,49.7093023255814,13.411078717201166,20.930232558139537,48.54651162790698,75.0
gl-02-18-05,0.4931506849315068,0.4230769230769231,36.68639053254437,8.316831683168315,17.751479289940832,33.92504930966469,73.0
bb-01-19-07,0.5,0.5294117647058824,51.93687230989957,15.53956834532374,20.086083213773314,51.36298421807748,68.0
pc-03-03-03,0.45,0.5679012345679012,52.9338327091136,17.021276595744684,19.975031210986266,51.186017478152316,60.0
atwt-01-03-05,0.5166666666666667,0.7321428571428571,51.71102661596958,14.23125794155019,20.025348542458808,48.92268694550063,60.0
bb-05-25-06,0.38961038961038963,0.4878048780487805,52.649006622516545,13.95348837209302,22.847682119205302,50.66225165562914,77.0
atwt-05-17-06,0.3333333333333333,0.42028985507246375,42.27005870841487,14.538310412573674,20.743639921722114,39.92172211350294,60.0
atwt-09-12-06,0.4117647058823529,0.4827586206896552,53.84615384615385,12.166172106824927,18.93491124260355,50.88757396449704,68.0
bb-06-08-06,0.5471698113207547,0.46551724137931033,59.50991831971996,22.456140350877195,21.936989498249705,56.70945157526255,53.0
gl-01-06-05,0.5692307692307692,0.6428571428571429,49.90958408679927,15.970961887477314,20.61482820976492,48.824593128390596,65.0
gl-02-07-05,0.34523809523809523,0.64,42.998027613412226,11.089108910891088,19.723865877712033,41.814595660749504,84.0
bb-05-31-06,0.463768115942029,0.5531914893617021,55.1617873651772,21.020092735703248,24.65331278890601,54.54545454545454,69.0
bb-04-26-06,0.6,0.6774193548387096,49.03677758318739,18.070175438596493,18.21366024518389,48.511383537653245,85.0
bb-01-24-07,0.3,0.18867924528301888,44.38775510204081,7.692307692307692,19.897959183673468,41.836734693877546,30.0
atwt-01-14-05,0.5614035087719298,0.3333333333333333,35.916824196597354,5.313092979127135,16.6351606805293,34.40453686200378,57.0
bb-05-05-06,0.4925373134328358,0.6333333333333333,47.92332268370607,13.141025641025642,17.57188498402556,44.72843450479233,67.0
bb-05-09-06,0.4838709677419355,0.3137254901960784,54.7112462006079,16.463414634146343,21.88449848024316,51.671732522796354,62.0
atwt-01-16-06,0.34285714285714286,0.5625,47.467438494934875,9.57910014513788,18.813314037626625,44.57308248914616,70.0
atwt-05-12-03,0.4342105263157895,0.3939393939393939,36.81214421252372,8.380952380952381,18.975332068311193,35.67362428842505,76.0
atwt-08-03-06,0.3484848484848485,0.30434782608695654,37.54789272030651,7.6923076923076925,16.47509578544061,34.86590038314176,66.0
oltl-06-23-11,0.484375,0.5333333333333333,40.07421150278293,7.076350093109871,18.552875695732837,37.47680890538034,64.0
oltl-07-05-11,0.5245901639344263,0.55,47.01627486437613,10.526315789473683,16.99819168173599,42.31464737793851,61.0
gl-02-03-05,0.37681159420289856,0.5384615384615384,48.4394506866417,11.264080100125156,19.72534332084894,46.19225967540575,69.0
gl-07-24-06,0.4868421052631579,0.2631578947368421,53.26278659611992,18.761061946902654,23.6331569664903,50.44091710758377,76.0
bb-04-27-17,0.5774647887323944,0.5925925925925926,54.23365487674169,21.482277121374867,20.57877813504823,53.37620578778136,71.0
bb-01-26-07,0.4520547945205479,0.6140350877192983,44.15094339622641,14.393939393939394,23.39622641509434,43.0188679245283,73.0
bb-06-09-06,0.3698630136986301,0.5081967213114754,53.191489361702125,15.24390243902439,20.06079027355623,51.3677811550152,73.0
atwt-05-13-09,0.44047619047619047,0.5894736842105263,57.111111111111114,14.253897550111358,19.77777777777778,55.33333333333332,84.0
atwt-05-11-04,0.43661971830985913,0.3492063492063492,50.531286894923255,14.437869822485204,22.668240850059032,49.350649350649356,71.0
gl-01-24-05,0.43283582089552236,0.38181818181818183,55.60821484992101,15.213946117274169,17.693522906793053,53.396524486571884,67.0
atwt-01-12-05,0.3157894736842105,0.46153846153846156,46.29349470499243,7.890743550834599,19.667170953101362,43.570347957639946,57.0
bb-05-24-06,0.45714285714285713,0.5333333333333333,48.33333333333334,12.13389121338912,20.833333333333336,47.083333333333336,35.0
oltl-03-30-09,0.4666666666666667,0.631578947368421,41.05461393596987,10.207939508506616,22.222222222222225,39.1713747645951,60.0
gl-01-10-05,0.46153846153846156,0.6153846153846154,45.44095665171898,8.695652173913043,18.83408071748879,44.843049327354265,65.0
oltl-02-04-09,0.3888888888888889,0.5517241379310345,43.51297405189621,11.623246492985972,17.964071856287422,40.31936127744511,72.0
bb-04-28-17,0.5517241379310345,0.5876288659793815,47.1299093655589,6.079027355623101,16.91842900302115,42.29607250755287,29.0
oltl-04-14-09,0.32,0.42424242424242425,39.53934740882918,6.551059730250482,16.122840690978883,38.38771593090211,75.0
atwt-03-28-06,0.3466666666666667,0.6307692307692307,55.37098560354373,17.53607103218646,21.04097452934662,54.263565891472865,75.0
gl-01-17-05,0.34328358208955223,0.25,45.77259475218659,8.187134502923977,15.160349854227404,44.31486880466472,67.0
bb-01-04-16,0.6222222222222222,0.6597938144329897,43.888888888888886,7.82122905027933,18.888888888888886,40.0,45.0
oltl-03-10-10,0.3770491803278688,0.2857142857142857,50.25295109612142,13.874788494077835,19.561551433389543,47.217537942664414,61.0
bb-05-26-06,0.07407407407407407,0.3442622950819672,44.01709401709402,12.446351931330472,23.076923076923073,43.16239316239316,27.0
bb-01-23-07,0.4807692307692308,0.4878048780487805,44.285714285714285,11.469534050179211,20.0,42.857142857142854,52.0
gl-01-27-05,0.44871794871794873,0.6296296296296297,56.81528662420383,17.369093231162193,21.656050955414013,56.560509554140125,78.0
bb-01-28-15,0.5285714285714286,0.4896907216494845,37.51763046544429,16.10169491525424,15.514809590973202,36.530324400564176,70.0
gl-01-18-05,0.2222222222222222,0.9230769230769231,47.04545454545455,8.656036446469248,17.045454545454543,44.99999999999999,72.0
oltl-06-03-09,0.4393939393939394,0.34375,36.57587548638133,5.859375,15.953307392996107,35.01945525291829,66.0
atwt-01-06-05,0.37037037037037035,0.2727272727272727,53.086419753086425,11.138613861386139,19.506172839506174,51.60493827160494,81.0
bb-05-08-17,0.5483870967741935,0.525,39.06581740976645,11.087420042643922,18.25902335456476,36.94267515923567,62.0
oltl-07-21-09,0.24615384615384617,0.48,38.21656050955414,9.381663113006395,17.834394904458602,35.244161358811034,65.0
pc-05-06-03,0.43902439024390244,0.3333333333333333,43.80952380952381,6.698564593301436,15.238095238095243,42.38095238095238,41.0
oltl-03-17-10,0.373134328358209,0.3013698630136986,53.17919075144507,14.492753623188406,22.254335260115607,51.73410404624278,67.0
bb-06-12-06,0.4594594594594595,0.46875,52.769679300291536,19.005847953216374,21.282798833819243,51.31195335276969,74.0
bb-01-16-15,0.5862068965517241,0.5294117647058824,38.96848137535817,9.221902017291066,17.765042979942695,35.53008595988539,29.0
bb-05-29-06,0.45901639344262296,0.5230769230769231,58.90804597701148,16.42651296829971,22.701149425287355,57.758620689655174,61.0
oltl-03-16-07,0.38028169014084506,0.37894736842105264,48.17150063051703,11.125158027812896,20.68095838587642,47.41488020176545,71.0
oltl-03-23-09,0.5967741935483871,0.47368421052631576,47.040000000000006,9.630818619582666,18.88,42.559999999999995,62.0
atwt-05-19-04,0.3709677419354839,0.4098360655737705,43.90243902439025,12.052730696798493,19.512195121951223,40.90056285178237,62.0
mean,0.4209377969280281,0.4854181334911322,45.4085808302839,11.86653906340225,19.38217505456337,43.4110363189966,63.26013513513514
std,0.10596942172089928,0.13463903857347276,6.385678736220782,3.7561277399387256,2.1261319760902966,6.525978080910282,12.597051563355873
